visit_id,tw_start,tw_end,date,demand_bucket,issue,overlapping_empty_shifts,overlapping_shifts,overlapping_shifts_with_idle_in_window
H039_r80_1,2026-03-08T09:54:00+01:00,2026-03-08T13:10:00+01:00,2026-03-08,day,config,87,161,117
H039_r80_1,2026-03-09T09:54:00+01:00,2026-03-09T13:10:00+01:00,2026-03-09,day,config,52,151,89
H039_r80_1,2026-03-10T09:54:00+01:00,2026-03-10T13:10:00+01:00,2026-03-10,day,config,57,151,95
H039_r80_1,2026-03-11T09:54:00+01:00,2026-03-11T13:10:00+01:00,2026-03-11,day,config,58,151,97
H039_r80_1,2026-03-12T09:54:00+01:00,2026-03-12T13:10:00+01:00,2026-03-12,day,config,66,151,102
H039_r80_1,2026-03-13T09:54:00+01:00,2026-03-13T13:10:00+01:00,2026-03-13,day,config,66,151,99
H039_r81_1,2026-03-02T16:15:00+01:00,2026-03-02T16:38:00+01:00,2026-03-02,evening,config,6,41,29
H039_r82_1,2026-03-02T18:40:00+01:00,2026-03-02T19:36:00+01:00,2026-03-02,evening,config,6,41,32
H048_r101_1,2026-03-02T10:20:00+01:00,2026-03-02T10:41:00+01:00,2026-03-02,day,config,55,151,133
H048_r101_2,2026-03-09T10:20:00+01:00,2026-03-09T10:41:00+01:00,2026-03-09,day,config,52,151,136
H048_r102_1,2026-03-02T07:00:00+01:00,2026-03-15T22:00:00+01:00,2026-03-02,both,config,1035,2728,1035
H048_r103_8,2026-03-09T18:30:00+01:00,2026-03-09T20:08:00+01:00,2026-03-09,evening,config,6,41,23
H172_r261_1,2026-03-02T10:15:00+01:00,2026-03-02T10:31:00+01:00,2026-03-02,day,config,55,151,133
H172_r261_2,2026-03-09T10:15:00+01:00,2026-03-09T10:31:00+01:00,2026-03-09,day,config,52,151,137
H172_r262_1,2026-03-02T11:45:00+01:00,2026-03-02T12:16:00+01:00,2026-03-02,day,config,55,151,120
H172_r262_1,2026-03-06T11:45:00+01:00,2026-03-06T12:16:00+01:00,2026-03-06,day,config,62,151,121
H172_r262_3,2026-03-09T11:45:00+01:00,2026-03-09T12:16:00+01:00,2026-03-09,day,config,52,151,121
H172_r262_3,2026-03-13T11:45:00+01:00,2026-03-13T12:16:00+01:00,2026-03-13,day,config,66,151,126
H172_r265_3,2026-03-03T14:25:00+01:00,2026-03-03T14:46:00+01:00,2026-03-03,day,config,57,151,147
H172_r265_3,2026-03-04T14:25:00+01:00,2026-03-04T14:46:00+01:00,2026-03-04,day,config,63,151,146
H172_r265_3,2026-03-05T14:25:00+01:00,2026-03-05T14:46:00+01:00,2026-03-05,day,config,66,151,147
H172_r265_6,2026-03-10T14:25:00+01:00,2026-03-10T14:46:00+01:00,2026-03-10,day,config,57,151,146
H172_r265_6,2026-03-11T14:25:00+01:00,2026-03-11T14:46:00+01:00,2026-03-11,day,config,58,151,146
H172_r265_6,2026-03-12T14:25:00+01:00,2026-03-12T14:46:00+01:00,2026-03-12,day,config,66,151,147
H172_r266_1,2026-03-03T15:54:00+01:00,2026-03-03T16:00:00+01:00,2026-03-03,evening,supply,0,0,0
H172_r266_2,2026-03-10T15:54:00+01:00,2026-03-10T16:00:00+01:00,2026-03-10,evening,supply,0,0,0
H244_r331_1,2026-03-03T12:40:00+01:00,2026-03-03T13:01:00+01:00,2026-03-03,day,config,57,151,125
H244_r331_1,2026-03-05T12:40:00+01:00,2026-03-05T13:01:00+01:00,2026-03-05,day,config,66,151,131
H244_r331_1,2026-03-06T12:40:00+01:00,2026-03-06T13:01:00+01:00,2026-03-06,day,config,62,151,129
H244_r331_2,2026-03-03T12:40:00+01:00,2026-03-03T13:01:00+01:00,2026-03-03,day,config,57,151,125
H244_r331_2,2026-03-05T12:40:00+01:00,2026-03-05T13:01:00+01:00,2026-03-05,day,config,66,151,131
H244_r331_2,2026-03-06T12:40:00+01:00,2026-03-06T13:01:00+01:00,2026-03-06,day,config,62,151,129
H244_r331_3,2026-03-03T12:40:00+01:00,2026-03-03T13:01:00+01:00,2026-03-03,day,config,57,151,125
H244_r331_3,2026-03-05T12:40:00+01:00,2026-03-05T13:01:00+01:00,2026-03-05,day,config,66,151,131
H244_r331_3,2026-03-06T12:40:00+01:00,2026-03-06T13:01:00+01:00,2026-03-06,day,config,62,151,129
H244_r331_4,2026-03-10T12:40:00+01:00,2026-03-10T13:01:00+01:00,2026-03-10,day,config,57,151,125
H244_r331_4,2026-03-12T12:40:00+01:00,2026-03-12T13:01:00+01:00,2026-03-12,day,config,66,151,132
H244_r331_4,2026-03-13T12:40:00+01:00,2026-03-13T13:01:00+01:00,2026-03-13,day,config,66,151,132
H244_r331_5,2026-03-10T12:40:00+01:00,2026-03-10T13:01:00+01:00,2026-03-10,day,config,57,151,125
H244_r331_5,2026-03-12T12:40:00+01:00,2026-03-12T13:01:00+01:00,2026-03-12,day,config,66,151,132
H244_r331_5,2026-03-13T12:40:00+01:00,2026-03-13T13:01:00+01:00,2026-03-13,day,config,66,151,132
H244_r331_6,2026-03-10T12:40:00+01:00,2026-03-10T13:01:00+01:00,2026-03-10,day,config,57,151,125
H244_r331_6,2026-03-12T12:40:00+01:00,2026-03-12T13:01:00+01:00,2026-03-12,day,config,66,151,132
H244_r331_6,2026-03-13T12:40:00+01:00,2026-03-13T13:01:00+01:00,2026-03-13,day,config,66,151,132
H284_r363_3,2026-03-03T07:43:00+01:00,2026-03-03T09:08:00+01:00,2026-03-03,day,config,57,151,96
H284_r363_3,2026-03-04T07:43:00+01:00,2026-03-04T09:08:00+01:00,2026-03-04,day,config,63,151,101
H284_r363_3,2026-03-06T07:43:00+01:00,2026-03-06T09:08:00+01:00,2026-03-06,day,config,62,151,97
H284_r363_6,2026-03-10T07:43:00+01:00,2026-03-10T09:08:00+01:00,2026-03-10,day,config,57,151,97
H284_r363_6,2026-03-11T07:43:00+01:00,2026-03-11T09:08:00+01:00,2026-03-11,day,config,58,151,92
H284_r363_6,2026-03-13T07:43:00+01:00,2026-03-13T09:08:00+01:00,2026-03-13,day,config,66,151,94
H284_r364_1,2026-03-04T07:00:00+01:00,2026-03-04T10:00:00+01:00,2026-03-04,day,config,63,151,92
H284_r364_2,2026-03-11T07:00:00+01:00,2026-03-11T10:00:00+01:00,2026-03-11,day,config,58,151,86
H289_r379_1,2026-03-03T16:03:00+01:00,2026-03-03T16:08:00+01:00,2026-03-03,evening,config,6,41,41
H289_r379_2,2026-03-10T16:03:00+01:00,2026-03-10T16:08:00+01:00,2026-03-10,evening,config,3,41,40
H327_r487_4,2026-03-02T07:00:00+01:00,2026-03-02T15:00:00+01:00,2026-03-02,day,config,55,151,55
H327_r487_4,2026-03-04T07:00:00+01:00,2026-03-04T15:00:00+01:00,2026-03-04,day,config,63,151,63
H327_r487_4,2026-03-05T07:00:00+01:00,2026-03-05T15:00:00+01:00,2026-03-05,day,config,66,151,66
H327_r487_4,2026-03-06T07:00:00+01:00,2026-03-06T15:00:00+01:00,2026-03-06,day,config,62,151,62
H327_r487_7,2026-03-09T07:00:00+01:00,2026-03-09T15:00:00+01:00,2026-03-09,day,config,52,151,52
H327_r487_7,2026-03-11T07:00:00+01:00,2026-03-11T15:00:00+01:00,2026-03-11,day,config,58,151,58
H327_r487_7,2026-03-12T07:00:00+01:00,2026-03-12T15:00:00+01:00,2026-03-12,day,config,66,151,66
H327_r487_7,2026-03-13T07:00:00+01:00,2026-03-13T15:00:00+01:00,2026-03-13,day,config,66,151,66
H327_r487_8,2026-03-09T07:00:00+01:00,2026-03-09T15:00:00+01:00,2026-03-09,day,config,52,151,52
H327_r487_8,2026-03-11T07:00:00+01:00,2026-03-11T15:00:00+01:00,2026-03-11,day,config,58,151,58
H327_r487_8,2026-03-12T07:00:00+01:00,2026-03-12T15:00:00+01:00,2026-03-12,day,config,66,151,66
H327_r487_8,2026-03-13T07:00:00+01:00,2026-03-13T15:00:00+01:00,2026-03-13,day,config,66,151,66
H327_r489_1,2026-03-02T18:30:00+01:00,2026-03-02T19:10:00+01:00,2026-03-02,evening,config,6,41,34
H327_r489_8,2026-03-09T18:30:00+01:00,2026-03-09T19:10:00+01:00,2026-03-09,evening,config,6,41,34
H301_r423_1,2026-03-03T14:30:00+01:00,2026-03-03T15:06:00+01:00,2026-03-03,day,config,57,151,148
H301_r423_1,2026-03-06T14:30:00+01:00,2026-03-06T15:06:00+01:00,2026-03-06,day,config,62,151,149
H301_r423_2,2026-03-03T14:30:00+01:00,2026-03-03T15:06:00+01:00,2026-03-03,day,config,57,151,148
H301_r423_2,2026-03-06T14:30:00+01:00,2026-03-06T15:06:00+01:00,2026-03-06,day,config,62,151,149
H301_r424_1,2026-03-03T14:30:00+01:00,2026-03-03T14:51:00+01:00,2026-03-03,day,config,57,151,148
H301_r424_1,2026-03-06T14:30:00+01:00,2026-03-06T14:51:00+01:00,2026-03-06,day,config,62,151,149
H301_r424_2,2026-03-03T14:30:00+01:00,2026-03-03T14:51:00+01:00,2026-03-03,day,config,57,151,148
H301_r424_2,2026-03-06T14:30:00+01:00,2026-03-06T14:51:00+01:00,2026-03-06,day,config,62,151,149
H301_r423_3,2026-03-10T14:30:00+01:00,2026-03-10T15:06:00+01:00,2026-03-10,day,config,57,151,147
H301_r423_3,2026-03-13T14:30:00+01:00,2026-03-13T15:06:00+01:00,2026-03-13,day,config,66,151,149
H301_r423_4,2026-03-10T14:30:00+01:00,2026-03-10T15:06:00+01:00,2026-03-10,day,config,57,151,147
H301_r423_4,2026-03-13T14:30:00+01:00,2026-03-13T15:06:00+01:00,2026-03-13,day,config,66,151,149
H301_r424_3,2026-03-10T14:30:00+01:00,2026-03-10T14:51:00+01:00,2026-03-10,day,config,57,151,147
H301_r424_3,2026-03-13T14:30:00+01:00,2026-03-13T14:51:00+01:00,2026-03-13,day,config,66,151,149
H301_r424_4,2026-03-10T14:30:00+01:00,2026-03-10T14:51:00+01:00,2026-03-10,day,config,57,151,147
H301_r424_4,2026-03-13T14:30:00+01:00,2026-03-13T14:51:00+01:00,2026-03-13,day,config,66,151,149
