client,nr_visits,continuity,cci,bice_cci
H334,20,3,0.4850,0.4579
H335,6,2,0.5000,0.4000
H339,1,1,1.0000,
H341,1,1,1.0000,
H342,1,1,1.0000,
H346,2,1,1.0000,1.0000
H349,44,2,0.5661,0.5560
H351,76,3,0.4747,0.4677
H354,60,3,0.4339,0.4243
H355,6,2,0.5556,0.4667
H357,2,1,1.0000,1.0000
H358,4,2,0.6250,0.5000
H360,30,3,0.3933,0.3724
H361,1,1,1.0000,
H362,37,3,0.3455,0.3273
H363,90,3,0.4388,0.4325
H364,1,1,1.0000,
H365,78,3,0.4438,0.4366
H366,19,2,0.5346,0.5088
H367,30,3,0.4689,0.4506
H369,65,3,0.4206,0.4115
HN01_r637_1,1,1,1.0000,
HN02_r638_1,1,1,1.0000,
HN03_r639_1,1,1,1.0000,
HN04_r640_1,1,1,1.0000,
HN05_r641_1,1,1,1.0000,
HN07_r642_1,1,1,1.0000,
HN08_r643_1,1,1,1.0000,
HN12_r644_1,1,1,1.0000,
HN13_r645_1,1,1,1.0000,
HN13_r645_10,1,1,1.0000,
HN13_r645_2,1,1,1.0000,
HN13_r645_3,1,1,1.0000,
HN13_r645_4,1,1,1.0000,
HN13_r645_5,1,1,1.0000,
HN13_r645_7,1,1,1.0000,
HN13_r645_8,1,1,1.0000,
HN13_r645_9,1,1,1.0000,
HN13_r646_1,1,1,1.0000,
HN13_r646_2,1,1,1.0000,
HN13_r646_3,1,1,1.0000,
HN13_r646_4,1,1,1.0000,
HN13_r647_1,1,1,1.0000,
HN13_r647_2,1,1,1.0000,
HN13_r648_1,1,1,1.0000,
HN13_r649_1,1,1,1.0000,
HN13_r649_2,1,1,1.0000,
HN13_r649_3,1,1,1.0000,
HN13_r649_4,1,1,1.0000,
HN13_r650_1,1,1,1.0000,
HN13_r650_10,1,1,1.0000,
HN13_r650_2,1,1,1.0000,
HN13_r650_3,1,1,1.0000,
HN13_r650_4,1,1,1.0000,
HN13_r650_5,1,1,1.0000,
HN13_r650_6,1,1,1.0000,
HN13_r650_7,1,1,1.0000,
HN13_r650_8,1,1,1.0000,
HN13_r650_9,1,1,1.0000,
HN13_r651_1,1,1,1.0000,
HN13_r651_2,1,1,1.0000,
HN13_r652_1,1,1,1.0000,
HN13_r653_1,1,1,1.0000,
HN13_r653_10,1,1,1.0000,
HN13_r653_11,1,1,1.0000,
HN13_r653_12,1,1,1.0000,
HN13_r653_13,1,1,1.0000,
HN13_r653_14,1,1,1.0000,
HN13_r653_2,1,1,1.0000,
HN13_r653_3,1,1,1.0000,
HN13_r653_4,1,1,1.0000,
HN13_r653_5,1,1,1.0000,
HN13_r653_6,1,1,1.0000,
HN13_r653_7,1,1,1.0000,
HN13_r653_8,1,1,1.0000,
HN13_r653_9,1,1,1.0000,
HN13_r654_1,1,1,1.0000,
HN13_r654_10,1,1,1.0000,
HN13_r654_11,1,1,1.0000,
HN13_r654_12,1,1,1.0000,
HN13_r654_13,1,1,1.0000,
HN13_r654_14,1,1,1.0000,
HN13_r654_2,1,1,1.0000,
HN13_r654_3,1,1,1.0000,
HN13_r654_4,1,1,1.0000,
HN13_r654_5,1,1,1.0000,
HN13_r654_6,1,1,1.0000,
HN13_r654_7,1,1,1.0000,
HN13_r654_8,1,1,1.0000,
HN13_r654_9,1,1,1.0000,
HN15_r655_1,1,1,1.0000,
HN16_r656_1,1,1,1.0000,
HN17_r657_1,1,1,1.0000,
HN19_r658_1,1,1,1.0000,
HN20_r659_1,1,1,1.0000,
HN22_r660_1,1,1,1.0000,
HN23_r661_1,1,1,1.0000,
HN24_r662_1,1,1,1.0000,
HN25_r663_1,1,1,1.0000,
