visit_id,tw_start,tw_end,date,demand_bucket,issue,overlapping_empty_shifts,overlapping_shifts,overlapping_shifts_with_idle_in_window
K106_2026-03-23_653,2026-03-23T15:15:00+00:00,2026-03-23T15:35:00+00:00,2026-03-23,evening,config,0,7,0
K106_2026-03-24_653,2026-03-24T15:15:00+00:00,2026-03-24T15:35:00+00:00,2026-03-24,evening,config,0,7,0
K106_2026-03-25_653,2026-03-25T15:15:00+00:00,2026-03-25T15:35:00+00:00,2026-03-25,evening,config,0,7,0
K106_2026-03-26_653,2026-03-26T15:15:00+00:00,2026-03-26T15:35:00+00:00,2026-03-26,evening,config,0,7,0
K106_2026-03-27_653,2026-03-27T15:15:00+00:00,2026-03-27T15:35:00+00:00,2026-03-27,evening,config,0,7,0
K106_2026-03-28_653,2026-03-28T15:15:00+00:00,2026-03-28T15:35:00+00:00,2026-03-28,evening,config,0,7,0
K106_2026-03-29_653,2026-03-29T14:15:00+00:00,2026-03-29T14:35:00+00:00,2026-03-29,day,config,0,7,0
K106_2026-03-17_654,2026-03-17T18:45:00+00:00,2026-03-17T19:29:00+00:00,2026-03-17,evening,config,0,7,0
K106_2026-03-18_654,2026-03-18T18:45:00+00:00,2026-03-18T19:29:00+00:00,2026-03-18,evening,config,0,7,0
K106_2026-03-20_654,2026-03-20T18:45:00+00:00,2026-03-20T19:29:00+00:00,2026-03-20,evening,config,0,7,0
K106_2026-03-21_654,2026-03-21T18:45:00+00:00,2026-03-21T19:29:00+00:00,2026-03-21,evening,config,0,7,0
K106_2026-03-22_654,2026-03-22T18:45:00+00:00,2026-03-22T19:29:00+00:00,2026-03-22,evening,config,0,7,0
K106_2026-03-24_654,2026-03-24T18:45:00+00:00,2026-03-24T19:29:00+00:00,2026-03-24,evening,config,0,7,0
K106_2026-03-25_654,2026-03-25T18:45:00+00:00,2026-03-25T19:29:00+00:00,2026-03-25,evening,config,0,7,1
K106_2026-03-26_654,2026-03-26T18:45:00+00:00,2026-03-26T19:29:00+00:00,2026-03-26,evening,config,0,7,0
K106_2026-03-27_654,2026-03-27T18:45:00+00:00,2026-03-27T19:29:00+00:00,2026-03-27,evening,config,0,7,0
K106_2026-03-28_654,2026-03-28T18:45:00+00:00,2026-03-28T19:29:00+00:00,2026-03-28,evening,config,0,7,0
K106_2026-03-29_654,2026-03-29T17:45:00+00:00,2026-03-29T18:29:00+00:00,2026-03-29,evening,config,0,7,0
K007_2026-03-17_44,2026-03-16T11:25:00+00:00,2026-03-16T12:55:00+00:00,2026-03-16,day,config,0,23,0
K007_2026-03-17_44,2026-03-17T11:25:00+00:00,2026-03-17T12:55:00+00:00,2026-03-17,day,config,0,23,0
K007_2026-03-17_44,2026-03-19T11:25:00+00:00,2026-03-19T12:55:00+00:00,2026-03-19,day,config,0,23,1
K007_2026-03-19_44,2026-03-16T11:25:00+00:00,2026-03-16T12:55:00+00:00,2026-03-16,day,config,0,23,0
K007_2026-03-19_44,2026-03-17T11:25:00+00:00,2026-03-17T12:55:00+00:00,2026-03-17,day,config,0,23,0
K007_2026-03-19_44,2026-03-19T11:25:00+00:00,2026-03-19T12:55:00+00:00,2026-03-19,day,config,0,23,1
K007_2026-03-24_44,2026-03-23T11:25:00+00:00,2026-03-23T12:55:00+00:00,2026-03-23,day,config,0,23,0
K007_2026-03-24_44,2026-03-24T11:25:00+00:00,2026-03-24T12:55:00+00:00,2026-03-24,day,config,0,23,0
K007_2026-03-24_44,2026-03-26T11:25:00+00:00,2026-03-26T12:55:00+00:00,2026-03-26,day,config,0,23,2
K007_2026-03-26_44,2026-03-23T11:25:00+00:00,2026-03-23T12:55:00+00:00,2026-03-23,day,config,0,23,0
K007_2026-03-26_44,2026-03-24T11:25:00+00:00,2026-03-24T12:55:00+00:00,2026-03-24,day,config,0,23,0
K007_2026-03-26_44,2026-03-26T11:25:00+00:00,2026-03-26T12:55:00+00:00,2026-03-26,day,config,0,23,2
K060_2026-03-20_406,2026-03-16T12:00:00+00:00,2026-03-16T14:55:00+00:00,2026-03-16,day,config,0,23,1
K060_2026-03-20_406,2026-03-17T12:00:00+00:00,2026-03-17T14:55:00+00:00,2026-03-17,day,config,0,23,0
K060_2026-03-20_406,2026-03-18T12:00:00+00:00,2026-03-18T14:55:00+00:00,2026-03-18,day,config,0,23,2
K060_2026-03-20_406,2026-03-19T12:00:00+00:00,2026-03-19T14:55:00+00:00,2026-03-19,day,config,0,23,2
K060_2026-03-20_406,2026-03-20T12:00:00+00:00,2026-03-20T14:55:00+00:00,2026-03-20,day,config,0,23,1
K060_2026-03-20_406,2026-03-21T12:00:00+00:00,2026-03-21T14:55:00+00:00,2026-03-21,day,config,0,34,5
K060_2026-03-20_406,2026-03-22T12:00:00+00:00,2026-03-22T14:55:00+00:00,2026-03-22,day,config,0,34,6
K060_2026-03-20_406,2026-03-23T12:00:00+00:00,2026-03-23T14:55:00+00:00,2026-03-23,day,config,0,23,0
K060_2026-03-20_406,2026-03-24T12:00:00+00:00,2026-03-24T14:55:00+00:00,2026-03-24,day,config,0,23,0
K060_2026-03-20_406,2026-03-25T12:00:00+00:00,2026-03-25T14:55:00+00:00,2026-03-25,day,config,0,23,0
K060_2026-03-20_406,2026-03-26T12:00:00+00:00,2026-03-26T14:55:00+00:00,2026-03-26,day,config,0,23,3
K060_2026-03-20_406,2026-03-27T12:00:00+00:00,2026-03-27T14:55:00+00:00,2026-03-27,day,config,0,23,0
K060_2026-03-20_406,2026-03-28T12:00:00+00:00,2026-03-28T14:55:00+00:00,2026-03-28,day,config,0,34,1
K060_2026-03-20_406,2026-03-29T12:00:00+00:00,2026-03-29T14:55:00+00:00,2026-03-29,day,config,0,41,24
K060_2026-03-16_407,2026-03-16T12:00:00+00:00,2026-03-16T14:55:00+00:00,2026-03-16,day,config,0,23,1
K060_2026-03-16_407,2026-03-17T12:00:00+00:00,2026-03-17T14:55:00+00:00,2026-03-17,day,config,0,23,0
K060_2026-03-16_407,2026-03-18T12:00:00+00:00,2026-03-18T14:55:00+00:00,2026-03-18,day,config,0,23,2
K060_2026-03-16_407,2026-03-19T12:00:00+00:00,2026-03-19T14:55:00+00:00,2026-03-19,day,config,0,23,2
K060_2026-03-17_407,2026-03-16T12:00:00+00:00,2026-03-16T14:55:00+00:00,2026-03-16,day,config,0,23,1
K060_2026-03-17_407,2026-03-17T12:00:00+00:00,2026-03-17T14:55:00+00:00,2026-03-17,day,config,0,23,0
K060_2026-03-17_407,2026-03-18T12:00:00+00:00,2026-03-18T14:55:00+00:00,2026-03-18,day,config,0,23,2
K060_2026-03-17_407,2026-03-19T12:00:00+00:00,2026-03-19T14:55:00+00:00,2026-03-19,day,config,0,23,2
K060_2026-03-18_407,2026-03-16T12:00:00+00:00,2026-03-16T14:55:00+00:00,2026-03-16,day,config,0,23,1
K060_2026-03-18_407,2026-03-17T12:00:00+00:00,2026-03-17T14:55:00+00:00,2026-03-17,day,config,0,23,0
K060_2026-03-18_407,2026-03-18T12:00:00+00:00,2026-03-18T14:55:00+00:00,2026-03-18,day,config,0,23,2
K060_2026-03-18_407,2026-03-19T12:00:00+00:00,2026-03-19T14:55:00+00:00,2026-03-19,day,config,0,23,2
K060_2026-03-19_407,2026-03-16T12:00:00+00:00,2026-03-16T14:55:00+00:00,2026-03-16,day,config,0,23,1
K060_2026-03-19_407,2026-03-17T12:00:00+00:00,2026-03-17T14:55:00+00:00,2026-03-17,day,config,0,23,0
K060_2026-03-19_407,2026-03-18T12:00:00+00:00,2026-03-18T14:55:00+00:00,2026-03-18,day,config,0,23,2
K060_2026-03-19_407,2026-03-19T12:00:00+00:00,2026-03-19T14:55:00+00:00,2026-03-19,day,config,0,23,2
K060_2026-03-23_407,2026-03-23T12:00:00+00:00,2026-03-23T14:55:00+00:00,2026-03-23,day,config,0,23,0
K060_2026-03-23_407,2026-03-24T12:00:00+00:00,2026-03-24T14:55:00+00:00,2026-03-24,day,config,0,23,0
K060_2026-03-23_407,2026-03-25T12:00:00+00:00,2026-03-25T14:55:00+00:00,2026-03-25,day,config,0,23,0
K060_2026-03-23_407,2026-03-26T12:00:00+00:00,2026-03-26T14:55:00+00:00,2026-03-26,day,config,0,23,3
K060_2026-03-24_407,2026-03-23T12:00:00+00:00,2026-03-23T14:55:00+00:00,2026-03-23,day,config,0,23,0
K060_2026-03-24_407,2026-03-24T12:00:00+00:00,2026-03-24T14:55:00+00:00,2026-03-24,day,config,0,23,0
K060_2026-03-24_407,2026-03-25T12:00:00+00:00,2026-03-25T14:55:00+00:00,2026-03-25,day,config,0,23,0
K060_2026-03-24_407,2026-03-26T12:00:00+00:00,2026-03-26T14:55:00+00:00,2026-03-26,day,config,0,23,3
K060_2026-03-25_407,2026-03-23T12:00:00+00:00,2026-03-23T14:55:00+00:00,2026-03-23,day,config,0,23,0
K060_2026-03-25_407,2026-03-24T12:00:00+00:00,2026-03-24T14:55:00+00:00,2026-03-24,day,config,0,23,0
K060_2026-03-25_407,2026-03-25T12:00:00+00:00,2026-03-25T14:55:00+00:00,2026-03-25,day,config,0,23,0
K060_2026-03-25_407,2026-03-26T12:00:00+00:00,2026-03-26T14:55:00+00:00,2026-03-26,day,config,0,23,3
K060_2026-03-26_407,2026-03-23T12:00:00+00:00,2026-03-23T14:55:00+00:00,2026-03-23,day,config,0,23,0
K060_2026-03-26_407,2026-03-24T12:00:00+00:00,2026-03-24T14:55:00+00:00,2026-03-24,day,config,0,23,0
K060_2026-03-26_407,2026-03-25T12:00:00+00:00,2026-03-25T14:55:00+00:00,2026-03-25,day,config,0,23,0
K060_2026-03-26_407,2026-03-26T12:00:00+00:00,2026-03-26T14:55:00+00:00,2026-03-26,day,config,0,23,3
K091_2026-03-17_587,2026-03-16T10:00:00+00:00,2026-03-16T11:20:00+00:00,2026-03-16,day,config,0,23,0
K091_2026-03-17_587,2026-03-17T10:00:00+00:00,2026-03-17T11:20:00+00:00,2026-03-17,day,config,0,23,1
K091_2026-03-17_587,2026-03-18T10:00:00+00:00,2026-03-18T11:20:00+00:00,2026-03-18,day,config,0,23,1
K091_2026-03-17_587,2026-03-19T10:00:00+00:00,2026-03-19T11:20:00+00:00,2026-03-19,day,config,0,23,1
K091_2026-03-17_587,2026-03-20T10:00:00+00:00,2026-03-20T11:20:00+00:00,2026-03-20,day,config,0,23,1
K091_2026-03-17_587,2026-03-21T10:00:00+00:00,2026-03-21T11:20:00+00:00,2026-03-21,day,config,0,34,8
K091_2026-03-17_587,2026-03-22T10:00:00+00:00,2026-03-22T11:20:00+00:00,2026-03-22,day,config,0,34,7
K091_2026-03-17_587,2026-03-23T10:00:00+00:00,2026-03-23T11:20:00+00:00,2026-03-23,day,config,0,23,3
K091_2026-03-17_587,2026-03-24T10:00:00+00:00,2026-03-24T11:20:00+00:00,2026-03-24,day,config,0,23,0
K091_2026-03-17_587,2026-03-25T10:00:00+00:00,2026-03-25T11:20:00+00:00,2026-03-25,day,config,0,23,2
K091_2026-03-17_587,2026-03-26T10:00:00+00:00,2026-03-26T11:20:00+00:00,2026-03-26,day,config,0,23,0
K091_2026-03-17_587,2026-03-27T10:00:00+00:00,2026-03-27T11:20:00+00:00,2026-03-27,day,config,0,23,1
K091_2026-03-17_587,2026-03-28T10:00:00+00:00,2026-03-28T11:20:00+00:00,2026-03-28,day,config,0,34,8
K091_2026-03-17_587,2026-03-29T10:00:00+00:00,2026-03-29T11:20:00+00:00,2026-03-29,day,config,0,34,3
K003_2026-03-16_14_0,2026-03-16T06:45:00+00:00,2026-03-16T07:45:00+00:00,2026-03-16,day,config,0,23,0
K003_2026-03-16_14_1,2026-03-16T06:45:00+00:00,2026-03-16T07:45:00+00:00,2026-03-16,day,config,0,23,0
K003_2026-03-18_14_0,2026-03-18T06:45:00+00:00,2026-03-18T07:45:00+00:00,2026-03-18,day,config,0,23,1
K003_2026-03-18_14_1,2026-03-18T06:45:00+00:00,2026-03-18T07:45:00+00:00,2026-03-18,day,config,0,23,1
K003_2026-03-20_14_0,2026-03-20T06:45:00+00:00,2026-03-20T07:45:00+00:00,2026-03-20,day,config,0,23,0
K003_2026-03-20_14_1,2026-03-20T06:45:00+00:00,2026-03-20T07:45:00+00:00,2026-03-20,day,config,0,23,0
K003_2026-03-23_14_0,2026-03-23T06:45:00+00:00,2026-03-23T07:45:00+00:00,2026-03-23,day,config,0,23,0
K003_2026-03-23_14_1,2026-03-23T06:45:00+00:00,2026-03-23T07:45:00+00:00,2026-03-23,day,config,0,23,0
K003_2026-03-24_14_0,2026-03-24T06:45:00+00:00,2026-03-24T07:45:00+00:00,2026-03-24,day,config,0,23,0
K003_2026-03-24_14_1,2026-03-24T06:45:00+00:00,2026-03-24T07:45:00+00:00,2026-03-24,day,config,0,23,0
K003_2026-03-25_14_0,2026-03-25T06:45:00+00:00,2026-03-25T07:45:00+00:00,2026-03-25,day,config,0,23,1
K003_2026-03-25_14_1,2026-03-25T06:45:00+00:00,2026-03-25T07:45:00+00:00,2026-03-25,day,config,0,23,1
K003_2026-03-26_14_0,2026-03-26T06:45:00+00:00,2026-03-26T07:45:00+00:00,2026-03-26,day,config,0,23,0
K003_2026-03-26_14_1,2026-03-26T06:45:00+00:00,2026-03-26T07:45:00+00:00,2026-03-26,day,config,0,23,0
K003_2026-03-27_14_0,2026-03-27T06:45:00+00:00,2026-03-27T07:45:00+00:00,2026-03-27,day,config,0,23,0
K003_2026-03-27_14_1,2026-03-27T06:45:00+00:00,2026-03-27T07:45:00+00:00,2026-03-27,day,config,0,23,0
K003_2026-03-17_16_0,2026-03-17T06:45:00+00:00,2026-03-17T07:35:00+00:00,2026-03-17,day,config,0,23,1
K003_2026-03-17_16_1,2026-03-17T06:45:00+00:00,2026-03-17T07:35:00+00:00,2026-03-17,day,config,0,23,1
K003_2026-03-19_16_0,2026-03-19T06:45:00+00:00,2026-03-19T07:35:00+00:00,2026-03-19,day,config,0,23,0
K003_2026-03-19_16_1,2026-03-19T06:45:00+00:00,2026-03-19T07:35:00+00:00,2026-03-19,day,config,0,23,0
K003_2026-03-20_16_0,2026-03-20T06:45:00+00:00,2026-03-20T07:35:00+00:00,2026-03-20,day,config,0,23,0
K003_2026-03-20_16_1,2026-03-20T06:45:00+00:00,2026-03-20T07:35:00+00:00,2026-03-20,day,config,0,23,0
K003_2026-03-27_16_0,2026-03-27T06:45:00+00:00,2026-03-27T07:35:00+00:00,2026-03-27,day,config,0,23,0
K003_2026-03-27_16_1,2026-03-27T06:45:00+00:00,2026-03-27T07:35:00+00:00,2026-03-27,day,config,0,23,0
K003_2026-03-17_17_0,2026-03-17T07:15:00+00:00,2026-03-17T07:55:00+00:00,2026-03-17,day,config,0,23,1
K003_2026-03-17_17_1,2026-03-17T07:15:00+00:00,2026-03-17T07:55:00+00:00,2026-03-17,day,config,0,23,1
K003_2026-03-22_20_0,2026-03-22T12:05:00+00:00,2026-03-22T12:48:00+00:00,2026-03-22,day,config,0,34,6
K003_2026-03-22_20_1,2026-03-22T12:05:00+00:00,2026-03-22T12:48:00+00:00,2026-03-22,day,config,0,34,6
K003_2026-03-20_22_0,2026-03-20T12:15:00+00:00,2026-03-20T13:10:00+00:00,2026-03-20,day,config,0,23,3
K003_2026-03-20_22_1,2026-03-20T12:15:00+00:00,2026-03-20T13:10:00+00:00,2026-03-20,day,config,0,23,3
K003_2026-03-26_22_0,2026-03-26T12:15:00+00:00,2026-03-26T13:10:00+00:00,2026-03-26,day,config,0,23,3
K003_2026-03-26_22_1,2026-03-26T12:15:00+00:00,2026-03-26T13:10:00+00:00,2026-03-26,day,config,0,23,3
K003_2026-03-18_23_0,2026-03-18T12:15:00+00:00,2026-03-18T13:00:00+00:00,2026-03-18,day,config,0,23,3
K003_2026-03-18_23_1,2026-03-18T12:15:00+00:00,2026-03-18T13:00:00+00:00,2026-03-18,day,config,0,23,3
K003_2026-03-16_24_0,2026-03-16T15:00:00+00:00,2026-03-16T15:45:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-16_24_1,2026-03-16T15:00:00+00:00,2026-03-16T15:45:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-17_24_0,2026-03-17T15:00:00+00:00,2026-03-17T15:45:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-17_24_1,2026-03-17T15:00:00+00:00,2026-03-17T15:45:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-18_24_0,2026-03-18T15:00:00+00:00,2026-03-18T15:45:00+00:00,2026-03-18,evening,config,0,7,0
K003_2026-03-18_24_1,2026-03-18T15:00:00+00:00,2026-03-18T15:45:00+00:00,2026-03-18,evening,config,0,7,0
K003_2026-03-20_24_0,2026-03-20T15:00:00+00:00,2026-03-20T15:45:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-20_24_1,2026-03-20T15:00:00+00:00,2026-03-20T15:45:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-21_24_0,2026-03-21T15:00:00+00:00,2026-03-21T15:45:00+00:00,2026-03-21,evening,config,0,7,0
K003_2026-03-21_24_1,2026-03-21T15:00:00+00:00,2026-03-21T15:45:00+00:00,2026-03-21,evening,config,0,7,0
K003_2026-03-22_24_0,2026-03-22T15:00:00+00:00,2026-03-22T15:45:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-22_24_1,2026-03-22T15:00:00+00:00,2026-03-22T15:45:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-24_24_0,2026-03-24T15:00:00+00:00,2026-03-24T15:45:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-24_24_1,2026-03-24T15:00:00+00:00,2026-03-24T15:45:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-16_25_0,2026-03-16T15:00:00+00:00,2026-03-16T15:45:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-16_25_1,2026-03-16T15:00:00+00:00,2026-03-16T15:45:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-17_25_0,2026-03-17T15:00:00+00:00,2026-03-17T15:45:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-17_25_1,2026-03-17T15:00:00+00:00,2026-03-17T15:45:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-19_25_0,2026-03-19T15:00:00+00:00,2026-03-19T15:45:00+00:00,2026-03-19,evening,config,0,7,0
K003_2026-03-19_25_1,2026-03-19T15:00:00+00:00,2026-03-19T15:45:00+00:00,2026-03-19,evening,config,0,7,0
K003_2026-03-21_25_0,2026-03-21T15:00:00+00:00,2026-03-21T15:45:00+00:00,2026-03-21,evening,config,0,7,0
K003_2026-03-21_25_1,2026-03-21T15:00:00+00:00,2026-03-21T15:45:00+00:00,2026-03-21,evening,config,0,7,0
K003_2026-03-22_25_0,2026-03-22T15:00:00+00:00,2026-03-22T15:45:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-22_25_1,2026-03-22T15:00:00+00:00,2026-03-22T15:45:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-23_25_0,2026-03-23T15:00:00+00:00,2026-03-23T15:45:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-23_25_1,2026-03-23T15:00:00+00:00,2026-03-23T15:45:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-24_25_0,2026-03-24T15:00:00+00:00,2026-03-24T15:45:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-24_25_1,2026-03-24T15:00:00+00:00,2026-03-24T15:45:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-25_25_0,2026-03-25T15:00:00+00:00,2026-03-25T15:45:00+00:00,2026-03-25,evening,config,0,7,0
K003_2026-03-25_25_1,2026-03-25T15:00:00+00:00,2026-03-25T15:45:00+00:00,2026-03-25,evening,config,0,7,0
K003_2026-03-27_25_0,2026-03-27T15:00:00+00:00,2026-03-27T15:45:00+00:00,2026-03-27,evening,config,0,7,0
K003_2026-03-27_25_1,2026-03-27T15:00:00+00:00,2026-03-27T15:45:00+00:00,2026-03-27,evening,config,0,7,0
K003_2026-03-28_25_0,2026-03-28T15:00:00+00:00,2026-03-28T15:45:00+00:00,2026-03-28,evening,config,0,7,0
K003_2026-03-28_25_1,2026-03-28T15:00:00+00:00,2026-03-28T15:45:00+00:00,2026-03-28,evening,config,0,7,0
K003_2026-03-29_25_0,2026-03-29T14:00:00+00:00,2026-03-29T14:45:00+00:00,2026-03-29,day,config,0,7,0
K003_2026-03-29_25_1,2026-03-29T14:00:00+00:00,2026-03-29T14:45:00+00:00,2026-03-29,day,config,0,7,0
K003_2026-03-16_26_0,2026-03-16T18:25:00+00:00,2026-03-16T19:15:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-16_26_1,2026-03-16T18:25:00+00:00,2026-03-16T19:15:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-18_26_0,2026-03-18T18:25:00+00:00,2026-03-18T19:15:00+00:00,2026-03-18,evening,config,0,7,0
K003_2026-03-18_26_1,2026-03-18T18:25:00+00:00,2026-03-18T19:15:00+00:00,2026-03-18,evening,config,0,7,0
K003_2026-03-19_26_0,2026-03-19T18:25:00+00:00,2026-03-19T19:15:00+00:00,2026-03-19,evening,config,0,7,0
K003_2026-03-19_26_1,2026-03-19T18:25:00+00:00,2026-03-19T19:15:00+00:00,2026-03-19,evening,config,0,7,0
K003_2026-03-20_26_0,2026-03-20T18:25:00+00:00,2026-03-20T19:15:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-20_26_1,2026-03-20T18:25:00+00:00,2026-03-20T19:15:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-21_26_0,2026-03-21T18:25:00+00:00,2026-03-21T19:15:00+00:00,2026-03-21,evening,config,0,7,1
K003_2026-03-21_26_1,2026-03-21T18:25:00+00:00,2026-03-21T19:15:00+00:00,2026-03-21,evening,config,0,7,1
K003_2026-03-22_26_0,2026-03-22T18:25:00+00:00,2026-03-22T19:15:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-22_26_1,2026-03-22T18:25:00+00:00,2026-03-22T19:15:00+00:00,2026-03-22,evening,config,0,7,0
K003_2026-03-23_26_0,2026-03-23T18:25:00+00:00,2026-03-23T19:15:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-23_26_1,2026-03-23T18:25:00+00:00,2026-03-23T19:15:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-24_26_0,2026-03-24T18:25:00+00:00,2026-03-24T19:15:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-24_26_1,2026-03-24T18:25:00+00:00,2026-03-24T19:15:00+00:00,2026-03-24,evening,config,0,7,0
K003_2026-03-25_26_0,2026-03-25T18:25:00+00:00,2026-03-25T19:15:00+00:00,2026-03-25,evening,config,0,7,0
K003_2026-03-25_26_1,2026-03-25T18:25:00+00:00,2026-03-25T19:15:00+00:00,2026-03-25,evening,config,0,7,0
K003_2026-03-26_26_0,2026-03-26T18:25:00+00:00,2026-03-26T19:15:00+00:00,2026-03-26,evening,config,0,7,0
K003_2026-03-26_26_1,2026-03-26T18:25:00+00:00,2026-03-26T19:15:00+00:00,2026-03-26,evening,config,0,7,0
K003_2026-03-27_26_0,2026-03-27T18:25:00+00:00,2026-03-27T19:15:00+00:00,2026-03-27,evening,config,0,7,0
K003_2026-03-27_26_1,2026-03-27T18:25:00+00:00,2026-03-27T19:15:00+00:00,2026-03-27,evening,config,0,7,0
K003_2026-03-28_26_0,2026-03-28T18:25:00+00:00,2026-03-28T19:15:00+00:00,2026-03-28,evening,config,0,7,0
K003_2026-03-28_26_1,2026-03-28T18:25:00+00:00,2026-03-28T19:15:00+00:00,2026-03-28,evening,config,0,7,0
K003_2026-03-29_26_0,2026-03-29T17:25:00+00:00,2026-03-29T18:15:00+00:00,2026-03-29,evening,config,0,7,0
K003_2026-03-29_26_1,2026-03-29T17:25:00+00:00,2026-03-29T18:15:00+00:00,2026-03-29,evening,config,0,7,0
K003_2026-03-16_27_0,2026-03-16T18:25:00+00:00,2026-03-16T19:10:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-16_27_1,2026-03-16T18:25:00+00:00,2026-03-16T19:10:00+00:00,2026-03-16,evening,config,0,7,0
K003_2026-03-17_27_0,2026-03-17T18:25:00+00:00,2026-03-17T19:10:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-17_27_1,2026-03-17T18:25:00+00:00,2026-03-17T19:10:00+00:00,2026-03-17,evening,config,0,7,0
K003_2026-03-20_27_0,2026-03-20T18:25:00+00:00,2026-03-20T19:10:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-20_27_1,2026-03-20T18:25:00+00:00,2026-03-20T19:10:00+00:00,2026-03-20,evening,config,0,7,0
K003_2026-03-21_27_0,2026-03-21T18:25:00+00:00,2026-03-21T19:10:00+00:00,2026-03-21,evening,config,0,7,1
K003_2026-03-21_27_1,2026-03-21T18:25:00+00:00,2026-03-21T19:10:00+00:00,2026-03-21,evening,config,0,7,1
K003_2026-03-23_27_0,2026-03-23T18:25:00+00:00,2026-03-23T19:10:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-23_27_1,2026-03-23T18:25:00+00:00,2026-03-23T19:10:00+00:00,2026-03-23,evening,config,0,7,0
K003_2026-03-25_27_0,2026-03-25T18:25:00+00:00,2026-03-25T19:10:00+00:00,2026-03-25,evening,config,0,7,0
K003_2026-03-25_27_1,2026-03-25T18:25:00+00:00,2026-03-25T19:10:00+00:00,2026-03-25,evening,config,0,7,0
